customer_id,tenure_months,contract_type,monthly_charges,total_charges,internet_service,online_security,tech_support,streaming_tv,payment_method,paperless_billing,senior_citizen,partner,dependents,phone_service,multiple_lines,support_calls_3mo,avg_data_gb_3mo,late_payments_6mo,plan_changes_6mo,churned
CUST53913,44,Month-to-month,70.1,3324.5,Fiber optic,No,No,No,Credit card (automatic),No,0,No,Yes,Yes,No,1,25.38,0,0,0
CUST53914,32,Month-to-month,89.79,2787.24,No internet service,No,No,No,Mailed check,No,0,Yes,No,Yes,No,0,0.0,0,0,1
CUST53915,29,Month-to-month,89.68,2909.44,No internet service,No,Yes,No,Mailed check,No,0,Yes,Yes,Yes,No,0,0.0,0,0,0
CUST53916,55,Month-to-month,60.15,2498.01,DSL,No,No,Yes,Bank transfer (automatic),Yes,0,Yes,No,Yes,Yes,0,25.58,0,0,0
CUST53917,24,One year,83.87,2204.01,Fiber optic,Yes,No,No,Mailed check,No,0,No,Yes,Yes,No,0,32.23,0,0,0
CUST53918,27,One year,116.66,3235.41,Fiber optic,No,No,No,Bank transfer (automatic),Yes,0,No,No,Yes,No phone service,1,32.32,0,0,0
CUST53919,45,Month-to-month,86.75,3535.89,DSL,Yes,No,No,Mailed check,No,0,Yes,No,Yes,Yes,0,9.92,0,0,0
CUST53920,43,Month-to-month,113.7,5349.85,Fiber optic,Yes,No,Yes,Electronic check,Yes,0,Yes,No,Yes,No,0,22.36,0,0,1
CUST53921,51,Two year,75.56,4026.9,Fiber optic,Yes,Yes,Yes,Credit card (automatic),No,0,No,No,Yes,No,1,0.0,0,0,0
CUST53922,48,Month-to-month,56.39,2891.91,Fiber optic,No,No,No,Credit card (automatic),Yes,0,No,No,Yes,No,1,34.35,0,0,1
CUST53923,33,Two year,79.59,2269.28,DSL,Yes,No,No,Mailed check,No,0,No,No,Yes,No,1,44.54,0,0,1
CUST53924,27,Month-to-month,77.53,2051.76,DSL,No,No,No,Credit card (automatic),Yes,0,Yes,No,Yes,No,1,51.03,0,1,1
CUST53925,20,One year,74.31,1327.96,DSL,No,Yes,No,Mailed check,No,0,No,No,Yes,No,1,7.56,0,0,0
CUST53926,4,One year,84.05,340.3,Fiber optic,Yes,No,No,Mailed check,Yes,0,Yes,Yes,Yes,No,1,8.62,1,0,1
CUST53927,57,Two year,47.72,2844.92,No internet service,No,No,Yes,Credit card (automatic),Yes,0,Yes,No,Yes,Yes,1,0.0,2,0,0
CUST53928,43,Month-to-month,78.4,3400.5,No internet service,Yes,Yes,Yes,Bank transfer (automatic),No,0,No,Yes,Yes,No,1,0.0,0,0,0
CUST53929,47,Two year,55.03,2849.25,DSL,Yes,No,No,Bank transfer (automatic),No,0,Yes,No,Yes,Yes,2,22.68,0,0,0
CUST53930,57,One year,46.35,2116.96,DSL,No,Yes,No,Mailed check,Yes,0,No,No,Yes,No,0,30.76,0,0,0
CUST53931,46,One year,100.22,4475.85,Fiber optic,No,No,Yes,Mailed check,No,0,Yes,Yes,No,No phone service,1,38.41,0,0,0
CUST53932,5,Month-to-month,76.41,368.52,Fiber optic,Yes,Yes,No,Electronic check,No,0,No,No,Yes,Yes,1,4.78,0,0,1
CUST53933,67,Month-to-month,91.74,6451.29,Fiber optic,No,No,Yes,Credit card (automatic),No,0,Yes,No,Yes,No,1,38.32,0,0,1
CUST53934,4,Month-to-month,61.45,231.92,DSL,No,No,Yes,Electronic check,Yes,0,Yes,Yes,Yes,No,0,45.81,1,0,1
CUST53935,72,Month-to-month,112.81,6916.55,DSL,No,No,No,Mailed check,No,0,Yes,No,Yes,No,0,23.94,0,0,0
CUST53936,16,Month-to-month,105.77,1441.22,Fiber optic,No,No,No,Electronic check,Yes,0,No,Yes,Yes,No,1,59.27,0,1,1
CUST53937,4,One year,61.12,216.11,Fiber optic,No,No,Yes,Bank transfer (automatic),No,0,No,No,Yes,Yes,0,22.25,1,0,1
CUST53938,67,Month-to-month,81.13,4979.21,DSL,No,No,Yes,Mailed check,Yes,0,No,No,Yes,No,1,0.0,0,0,0
CUST53939,19,Month-to-month,77.53,1508.55,No internet service,No,No,No,Bank transfer (automatic),No,0,No,Yes,Yes,Yes,3,0.0,0,0,1
CUST53940,48,Month-to-month,97.36,4290.0,Fiber optic,No,No,No,Bank transfer (automatic),Yes,0,No,No,Yes,No,0,3.57,1,0,1
CUST53941,59,Month-to-month,63.39,3134.11,No internet service,No,No,Yes,Electronic check,Yes,1,Yes,No,Yes,No,2,0.0,0,1,0
CUST53942,28,Month-to-month,80.18,1806.11,Fiber optic,Yes,Yes,No,Electronic check,No,0,Yes,Yes,Yes,No,2,47.35,0,0,1
CUST53943,8,One year,115.54,953.71,Fiber optic,Yes,Yes,No,Electronic check,No,1,No,No,Yes,Yes,0,7.19,0,0,1
CUST53944,20,Month-to-month,57.28,910.3,No internet service,No,No,Yes,Bank transfer (automatic),No,0,No,No,Yes,No,2,0.0,1,1,1
CUST53945,3,Two year,42.05,109.59,No internet service,Yes,No,No,Credit card (automatic),No,0,Yes,No,Yes,Yes,0,0.0,3,0,1
CUST53946,30,Month-to-month,36.83,922.65,No internet service,Yes,No,Yes,Mailed check,Yes,0,Yes,No,Yes,No,0,0.0,1,1,0
CUST53947,24,Month-to-month,89.42,1681.88,Fiber optic,No,No,Yes,Bank transfer (automatic),No,1,No,No,Yes,Yes,4,24.65,1,0,1
CUST53948,44,Two year,54.63,2653.08,Fiber optic,No,No,No,Electronic check,Yes,0,Yes,No,Yes,No,0,30.49,0,0,0
CUST53949,57,Month-to-month,120.0,5326.58,DSL,Yes,No,Yes,Credit card (automatic),Yes,0,Yes,Yes,Yes,No,0,30.57,1,0,0
CUST53950,61,Month-to-month,51.05,2630.19,DSL,Yes,Yes,No,Credit card (automatic),Yes,0,No,No,Yes,Yes,0,21.16,1,0,0
CUST53951,30,Two year,48.08,1180.18,No internet service,No,No,Yes,Bank transfer (automatic),Yes,0,No,Yes,Yes,No,1,0.0,0,0,0
CUST53952,25,Two year,116.8,3186.15,DSL,No,Yes,No,Electronic check,Yes,0,Yes,No,Yes,No,3,6.09,0,0,0
CUST53953,16,One year,106.75,1892.6,Fiber optic,No,Yes,No,Mailed check,Yes,1,No,Yes,Yes,Yes,0,11.02,0,0,1
CUST53954,48,Month-to-month,36.79,1715.68,No internet service,No,No,No,Credit card (automatic),No,1,Yes,Yes,No,No phone service,0,0.0,0,0,1
CUST53955,13,One year,65.24,873.8,No internet service,No,Yes,No,Electronic check,No,0,Yes,Yes,Yes,No,0,0.0,0,0,0
CUST53956,66,Two year,70.21,5038.86,No internet service,Yes,Yes,No,Bank transfer (automatic),Yes,0,No,No,Yes,Yes,0,0.0,1,0,0
CUST53957,40,Two year,61.28,2141.1,Fiber optic,No,No,No,Credit card (automatic),Yes,1,No,Yes,Yes,No,2,26.1,1,0,1
CUST53958,62,Month-to-month,108.49,6437.9,Fiber optic,No,No,No,Bank transfer (automatic),Yes,0,No,No,Yes,Yes,1,53.61,0,0,0
CUST53959,26,Month-to-month,45.64,893.5,No internet service,Yes,No,Yes,Bank transfer (automatic),No,0,Yes,No,Yes,No,0,0.0,1,1,0
CUST53960,67,Month-to-month,43.33,2466.51,DSL,Yes,No,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,No phone service,2,33.76,0,0,0
CUST53961,46,Month-to-month,101.8,4492.9,DSL,No,No,No,Credit card (automatic),No,1,Yes,No,Yes,Yes,3,20.88,0,0,1
CUST53962,34,One year,77.44,2327.0,No internet service,No,No,No,Mailed check,Yes,0,Yes,Yes,Yes,Yes,3,0.0,0,0,0
CUST53963,58,Month-to-month,120.0,5616.75,Fiber optic,No,No,Yes,Credit card (automatic),No,0,Yes,No,Yes,No,3,26.48,1,0,1
CUST53964,49,Month-to-month,92.47,3566.7,Fiber optic,No,No,No,Mailed check,No,0,Yes,Yes,Yes,No,0,50.2,0,0,0
CUST53965,1,Month-to-month,115.12,125.51,DSL,No,Yes,No,Bank transfer (automatic),Yes,0,Yes,No,Yes,No,1,20.1,0,0,1
CUST53966,7,Month-to-month,82.47,606.5,Fiber optic,Yes,No,No,Credit card (automatic),No,0,No,No,Yes,No,4,22.94,0,0,1
CUST53967,24,Month-to-month,102.06,2607.2,No internet service,No,No,No,Bank transfer (automatic),Yes,1,Yes,Yes,Yes,No,2,0.0,0,0,0
CUST53968,36,Month-to-month,120.0,4417.0,Fiber optic,No,No,Yes,Electronic check,Yes,0,Yes,No,Yes,Yes,1,36.4,0,0,1
CUST53969,40,Month-to-month,60.66,1989.08,DSL,Yes,Yes,No,Electronic check,Yes,0,Yes,No,Yes,No,1,21.92,0,0,0
CUST53970,64,Two year,43.42,2902.37,Fiber optic,No,No,No,Credit card (automatic),Yes,1,No,No,No,No phone service,0,32.47,0,0,0
CUST53971,49,Month-to-month,99.66,4749.23,Fiber optic,No,No,No,Bank transfer (automatic),No,0,Yes,Yes,Yes,Yes,0,42.51,0,0,0
CUST53972,26,One year,69.12,1358.73,No internet service,No,No,No,Electronic check,Yes,0,Yes,Yes,Yes,No,2,0.0,1,0,0
CUST53973,22,Month-to-month,77.31,1309.94,DSL,No,Yes,Yes,Credit card (automatic),No,0,Yes,No,Yes,No,1,12.86,1,0,1
CUST53974,14,Month-to-month,116.08,1361.47,Fiber optic,No,Yes,No,Credit card (automatic),No,0,Yes,Yes,Yes,No,2,0.0,0,1,1
CUST53975,35,Month-to-month,56.07,2090.46,DSL,No,No,No,Credit card (automatic),No,0,No,No,No,No phone service,2,51.74,0,0,1
CUST53976,69,Month-to-month,92.12,6293.09,Fiber optic,No,No,No,Bank transfer (automatic),Yes,0,Yes,No,Yes,No,0,39.77,0,0,0
CUST53977,8,Month-to-month,63.79,504.76,DSL,Yes,No,Yes,Credit card (automatic),Yes,0,No,Yes,Yes,No,3,10.64,0,2,1
CUST53978,3,Month-to-month,120.0,412.16,Fiber optic,No,No,Yes,Credit card (automatic),No,0,No,No,Yes,No,0,23.72,0,1,1
CUST53979,8,One year,99.84,757.38,Fiber optic,No,Yes,No,Electronic check,Yes,0,No,Yes,Yes,Yes,4,62.84,1,0,0
CUST53980,38,Month-to-month,65.21,2314.32,DSL,No,No,No,Credit card (automatic),No,0,No,Yes,Yes,No,0,12.22,0,0,0
CUST53981,62,Month-to-month,81.8,4742.15,DSL,No,No,Yes,Bank transfer (automatic),Yes,0,Yes,No,Yes,No,0,46.54,1,0,0
CUST53982,46,One year,65.01,2615.47,DSL,No,No,No,Credit card (automatic),No,0,Yes,No,Yes,No,2,57.85,0,0,0
CUST53983,39,Month-to-month,51.81,1692.36,DSL,No,No,No,Bank transfer (automatic),No,0,Yes,No,Yes,No,1,22.05,1,0,1
CUST53984,49,Month-to-month,120.0,4577.35,Fiber optic,No,No,Yes,Bank transfer (automatic),No,0,Yes,No,Yes,Yes,3,8.21,0,0,1
CUST53985,34,Month-to-month,71.39,2124.2,DSL,No,Yes,No,Electronic check,Yes,0,Yes,No,Yes,No,0,32.17,0,1,0
CUST53986,70,Month-to-month,120.0,6694.13,DSL,No,Yes,No,Electronic check,No,0,Yes,Yes,Yes,No,1,23.36,0,0,0
CUST53987,32,Month-to-month,77.64,2011.57,No internet service,No,No,No,Electronic check,Yes,0,Yes,No,Yes,No,0,0.0,0,0,0
CUST53988,59,Two year,96.34,5583.99,DSL,Yes,No,Yes,Bank transfer (automatic),Yes,0,No,No,Yes,No,0,17.3,0,0,0
CUST53989,69,Two year,65.54,3795.34,No internet service,Yes,Yes,Yes,Credit card (automatic),Yes,0,Yes,No,Yes,No,0,0.0,0,0,0
CUST53990,33,Two year,89.68,2417.71,Fiber optic,No,No,No,Electronic check,No,0,Yes,Yes,Yes,No,2,38.48,0,0,0
CUST53991,31,Month-to-month,85.76,2553.93,Fiber optic,No,Yes,Yes,Electronic check,No,0,No,No,Yes,No,0,0.0,0,1,0
CUST53992,47,Month-to-month,55.4,1962.05,Fiber optic,No,No,No,Bank transfer (automatic),No,0,No,No,Yes,Yes,2,32.9,0,0,0
CUST53993,19,Month-to-month,117.67,2190.89,DSL,Yes,No,No,Electronic check,Yes,0,Yes,No,Yes,No,1,16.89,0,0,1
CUST53994,56,Month-to-month,81.49,4125.27,Fiber optic,Yes,Yes,No,Electronic check,No,0,No,No,Yes,No,2,29.03,0,0,1
CUST53995,7,Month-to-month,120.0,726.35,Fiber optic,Yes,No,No,Electronic check,Yes,1,Yes,Yes,Yes,No,1,0.0,0,0,1
CUST53996,50,Month-to-month,120.0,4651.72,DSL,No,No,No,Bank transfer (automatic),Yes,0,No,Yes,Yes,No,1,62.49,0,1,1
CUST53997,58,Month-to-month,80.51,3949.61,Fiber optic,No,No,No,Bank transfer (automatic),No,0,No,Yes,Yes,Yes,0,31.31,0,0,0
CUST53998,24,Month-to-month,76.37,1930.09,Fiber optic,Yes,No,No,Credit card (automatic),Yes,0,Yes,No,Yes,No,1,45.95,1,0,1
CUST53999,69,Month-to-month,64.15,4067.06,No internet service,No,No,Yes,Electronic check,Yes,0,No,Yes,Yes,No,2,0.0,0,0,1
CUST54000,70,One year,40.95,2886.73,Fiber optic,No,Yes,No,Electronic check,No,0,Yes,No,Yes,No,0,16.31,2,0,0
CUST54001,67,Month-to-month,88.57,6458.85,DSL,No,No,No,Credit card (automatic),No,0,Yes,No,Yes,No,2,29.35,0,0,0
CUST54002,4,Two year,111.46,484.73,Fiber optic,No,No,Yes,Credit card (automatic),Yes,1,No,No,Yes,Yes,1,28.02,0,0,1
CUST54003,13,Month-to-month,56.14,783.88,No internet service,No,No,Yes,Mailed check,No,0,No,No,Yes,No,2,0.0,0,0,1
CUST54004,41,One year,93.3,3083.9,Fiber optic,No,No,No,Credit card (automatic),No,0,No,No,Yes,No,2,26.53,0,0,0
CUST54005,47,Month-to-month,75.99,3677.42,DSL,No,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,No,Yes,No,2,26.25,0,0,0
CUST54006,46,Month-to-month,90.13,3412.26,Fiber optic,Yes,No,No,Credit card (automatic),No,1,No,No,Yes,No,1,29.7,0,0,0
CUST54007,39,Month-to-month,94.55,3715.4,Fiber optic,No,No,Yes,Mailed check,Yes,1,No,No,No,No phone service,2,25.7,0,0,0
CUST54008,11,Month-to-month,88.27,895.9,DSL,No,Yes,No,Electronic check,Yes,0,Yes,No,Yes,No,3,21.53,0,0,1
CUST54009,30,One year,68.93,2325.1,Fiber optic,No,No,Yes,Electronic check,Yes,0,No,No,Yes,No,3,17.88,1,0,1
CUST54010,36,Month-to-month,95.23,3092.71,Fiber optic,Yes,No,No,Bank transfer (automatic),Yes,0,No,Yes,Yes,No,0,44.42,0,0,0
CUST54011,59,Month-to-month,81.74,5187.16,Fiber optic,Yes,No,No,Credit card (automatic),No,1,No,No,Yes,No,1,11.46,1,0,0
CUST54012,62,Two year,85.79,4465.6,Fiber optic,No,Yes,Yes,Mailed check,Yes,0,Yes,No,Yes,No,1,5.51,0,0,0
CUST54013,65,Month-to-month,60.76,3001.48,DSL,Yes,Yes,Yes,Electronic check,Yes,0,No,Yes,Yes,No,2,27.91,0,0,0
CUST54014,67,One year,84.97,5996.83,No internet service,Yes,Yes,Yes,Electronic check,Yes,0,No,No,Yes,Yes,1,0.0,0,0,0
CUST54015,10,One year,75.3,777.76,Fiber optic,No,No,Yes,Bank transfer (automatic),No,0,Yes,No,Yes,Yes,0,91.07,0,1,0
CUST54016,66,Month-to-month,67.48,3680.77,Fiber optic,No,Yes,No,Credit card (automatic),Yes,0,Yes,No,Yes,No,0,16.01,0,0,0
CUST54017,1,Month-to-month,76.25,63.66,DSL,Yes,No,Yes,Mailed check,Yes,1,No,No,Yes,Yes,1,29.96,0,0,1
CUST54018,5,Month-to-month,79.35,439.91,DSL,Yes,No,No,Bank transfer (automatic),No,0,Yes,No,Yes,No,0,20.88,0,0,1
CUST54019,15,One year,72.2,1000.49,Fiber optic,No,No,No,Bank transfer (automatic),Yes,0,No,No,Yes,No,2,28.81,0,1,0
CUST54020,10,Month-to-month,45.52,444.89,DSL,No,No,No,Credit card (automatic),No,0,Yes,No,No,No phone service,2,38.94,0,0,1
CUST54021,59,Month-to-month,74.12,3478.01,No internet service,No,No,Yes,Credit card (automatic),Yes,0,Yes,No,Yes,No,2,0.0,0,0,0
CUST54022,24,Month-to-month,80.55,1533.12,No internet service,No,No,No,Electronic check,Yes,1,No,No,Yes,No,1,0.0,0,0,1
CUST54023,66,Two year,92.27,6407.09,Fiber optic,No,No,No,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,No,0,13.29,0,0,0
CUST54024,47,One year,91.28,3754.0,DSL,No,No,No,Credit card (automatic),No,0,Yes,No,Yes,No,1,20.16,0,1,0
CUST54025,49,Two year,94.0,4805.83,Fiber optic,No,Yes,No,Credit card (automatic),No,0,Yes,Yes,Yes,Yes,2,42.8,0,0,0
CUST54026,12,One year,76.23,722.79,DSL,No,Yes,No,Bank transfer (automatic),Yes,1,No,No,Yes,No,1,21.37,1,0,1
CUST54027,2,One year,95.5,144.31,Fiber optic,No,No,Yes,Electronic check,No,0,Yes,Yes,No,No phone service,1,25.45,0,0,1
CUST54028,9,Month-to-month,82.52,680.54,Fiber optic,No,Yes,No,Bank transfer (automatic),No,0,No,No,Yes,No,3,47.13,0,0,1
CUST54029,42,Two year,85.53,3257.12,No internet service,Yes,No,No,Bank transfer (automatic),Yes,0,No,Yes,No,No phone service,1,0.0,1,0,0
CUST54030,65,Month-to-month,79.29,5855.97,DSL,No,Yes,Yes,Electronic check,Yes,0,No,No,Yes,No,0,46.89,0,1,0
CUST54031,31,Month-to-month,76.8,1814.72,DSL,Yes,No,Yes,Credit card (automatic),Yes,1,Yes,No,Yes,Yes,1,28.5,0,1,0
CUST54032,39,One year,37.56,1460.5,No internet service,No,No,Yes,Electronic check,Yes,1,Yes,Yes,Yes,Yes,0,0.0,0,0,0
CUST54033,57,One year,92.71,5698.17,Fiber optic,No,Yes,No,Credit card (automatic),No,0,No,No,Yes,Yes,3,14.42,0,0,0
CUST54034,14,Month-to-month,102.41,1275.03,Fiber optic,Yes,No,No,Mailed check,No,0,Yes,Yes,Yes,No,0,9.14,0,0,1
CUST54035,55,Month-to-month,93.36,5259.67,No internet service,No,Yes,Yes,Electronic check,No,0,No,Yes,Yes,No,1,0.0,1,0,0
CUST54036,49,Month-to-month,64.53,3369.48,Fiber optic,No,No,No,Bank transfer (automatic),No,0,No,No,Yes,Yes,1,27.33,0,0,0
CUST54037,15,Two year,98.81,1283.85,Fiber optic,No,Yes,No,Bank transfer (automatic),No,0,No,No,Yes,No,2,24.02,0,0,1
CUST54038,28,Month-to-month,91.08,2727.86,Fiber optic,Yes,No,Yes,Credit card (automatic),No,0,No,No,Yes,Yes,2,23.39,0,0,0
CUST54039,23,Two year,63.28,1655.72,Fiber optic,Yes,No,No,Bank transfer (automatic),No,0,No,Yes,Yes,No,1,36.09,0,0,0
CUST54040,71,Month-to-month,66.82,4152.26,No internet service,Yes,Yes,No,Electronic check,No,0,Yes,No,Yes,No,2,0.0,0,0,0
CUST54041,16,One year,51.03,675.96,DSL,Yes,No,Yes,Credit card (automatic),No,0,Yes,No,Yes,No,1,31.74,0,0,0
CUST54042,68,Month-to-month,102.24,7760.92,Fiber optic,No,No,No,Bank transfer (automatic),No,0,No,No,No,No phone service,0,37.91,1,0,0
CUST54043,39,Two year,59.42,1757.34,DSL,No,No,Yes,Electronic check,Yes,1,No,No,Yes,No,1,80.22,1,1,1
CUST54044,4,Month-to-month,93.18,299.45,Fiber optic,Yes,No,No,Credit card (automatic),Yes,0,Yes,Yes,No,No phone service,1,38.2,0,0,1
CUST54045,6,Month-to-month,84.72,460.1,Fiber optic,No,No,Yes,Electronic check,No,0,Yes,No,Yes,No,2,47.17,0,1,1
CUST54046,9,Month-to-month,92.22,849.41,Fiber optic,Yes,Yes,No,Electronic check,Yes,0,No,Yes,Yes,No,1,42.51,1,1,1
CUST54047,43,Month-to-month,55.99,2701.52,DSL,No,Yes,No,Bank transfer (automatic),Yes,1,Yes,No,Yes,No,4,22.7,0,0,0
CUST54048,65,Month-to-month,36.79,2307.15,DSL,No,Yes,No,Bank transfer (automatic),Yes,0,Yes,No,Yes,No,0,44.82,1,0,0
CUST54049,35,One year,120.0,4464.48,DSL,No,No,No,Bank transfer (automatic),Yes,0,Yes,No,Yes,No,1,15.83,0,0,0
CUST54050,28,Two year,69.81,1677.02,DSL,No,No,No,Credit card (automatic),Yes,0,Yes,Yes,Yes,No,0,6.97,0,0,0
CUST54051,41,One year,120.0,5043.71,DSL,No,Yes,Yes,Electronic check,Yes,0,Yes,No,Yes,Yes,1,47.86,0,1,0
CUST54052,16,One year,81.33,1107.66,Fiber optic,No,No,No,Credit card (automatic),No,0,Yes,No,Yes,No,1,66.17,1,0,0
CUST54053,61,Month-to-month,80.31,5360.19,DSL,Yes,No,No,Electronic check,No,0,Yes,No,Yes,No,3,20.42,2,1,1
CUST54054,24,Two year,62.51,1340.37,DSL,Yes,Yes,No,Electronic check,Yes,0,No,No,Yes,No,1,39.05,0,0,0
CUST54055,36,Two year,95.3,3570.71,Fiber optic,No,Yes,No,Electronic check,Yes,0,No,Yes,Yes,No,0,3.21,0,0,0
CUST54056,15,Month-to-month,83.1,1127.64,DSL,No,Yes,Yes,Electronic check,Yes,0,Yes,No,Yes,No,3,61.78,0,1,0
CUST54057,57,Two year,39.31,2198.83,DSL,No,Yes,Yes,Mailed check,Yes,0,Yes,Yes,No,No phone service,0,23.19,0,0,0
CUST54058,46,Month-to-month,53.64,2473.39,No internet service,Yes,No,Yes,Credit card (automatic),No,0,Yes,No,Yes,No,0,0.0,0,0,0
CUST54059,68,Two year,42.13,2414.27,DSL,Yes,No,Yes,Credit card (automatic),No,0,No,No,Yes,No,0,23.54,0,0,0
CUST54060,60,Two year,71.21,3714.82,DSL,No,No,No,Bank transfer (automatic),Yes,0,Yes,No,Yes,No,1,26.36,0,0,0
CUST54061,7,One year,86.22,515.29,Fiber optic,No,Yes,No,Electronic check,Yes,0,No,Yes,Yes,No,4,0.62,0,0,1
CUST54062,45,Month-to-month,83.18,3460.91,DSL,Yes,No,No,Credit card (automatic),No,0,No,Yes,Yes,No,1,12.64,0,0,1
CUST54063,6,One year,52.98,244.6,DSL,Yes,Yes,Yes,Mailed check,No,1,No,No,Yes,No,0,28.3,0,0,0
CUST54064,48,Month-to-month,54.06,2975.79,DSL,No,No,No,Bank transfer (automatic),No,0,Yes,No,Yes,Yes,3,34.88,0,0,0
CUST54065,14,One year,93.76,1136.93,DSL,No,Yes,Yes,Bank transfer (automatic),Yes,0,No,No,Yes,No phone service,2,46.9,0,0,0
CUST54066,16,Month-to-month,81.17,1200.7,No internet service,No,No,Yes,Electronic check,Yes,0,Yes,No,Yes,No,0,0.0,0,0,1
CUST54067,53,One year,81.4,3708.8,DSL,Yes,No,No,Bank transfer (automatic),Yes,0,No,No,Yes,No,0,70.67,0,0,0
CUST54068,17,Two year,89.7,1381.97,DSL,No,Yes,No,Credit card (automatic),Yes,0,No,Yes,Yes,No,0,37.86,2,0,0
CUST54069,46,Month-to-month,35.59,1820.81,DSL,Yes,No,Yes,Electronic check,No,0,No,No,Yes,No,0,40.36,0,1,0
CUST54070,15,Month-to-month,78.0,1202.5,No internet service,Yes,No,Yes,Bank transfer (automatic),Yes,0,No,No,Yes,No,2,0.0,0,0,0
CUST54071,44,One year,93.22,3893.11,DSL,No,No,No,Credit card (automatic),No,0,No,No,Yes,Yes,2,47.59,0,0,1
CUST54072,71,Month-to-month,67.45,4899.39,Fiber optic,Yes,No,No,Mailed check,No,0,No,Yes,Yes,No,1,38.0,0,1,0
CUST54073,49,Month-to-month,55.73,2589.76,DSL,No,Yes,Yes,Mailed check,No,0,No,Yes,Yes,No,2,55.37,0,0,0
CUST54074,16,Month-to-month,51.25,682.12,No internet service,No,No,No,Mailed check,No,0,Yes,No,No,No phone service,4,0.0,0,0,1
CUST54075,33,Month-to-month,46.92,1344.08,DSL,No,Yes,Yes,Credit card (automatic),Yes,0,Yes,No,Yes,Yes,2,0.0,0,0,0
CUST54076,18,One year,81.22,1381.98,DSL,No,No,No,Mailed check,No,0,Yes,No,Yes,Yes,3,29.67,0,1,1
CUST54077,21,One year,86.66,1901.29,Fiber optic,Yes,Yes,No,Mailed check,No,0,Yes,No,Yes,No,0,40.97,0,0,0
CUST54078,31,Month-to-month,52.97,1266.76,DSL,No,No,No,Electronic check,Yes,0,Yes,No,Yes,No,1,45.17,0,0,1
CUST54079,14,Month-to-month,54.07,679.71,Fiber optic,No,No,Yes,Credit card (automatic),Yes,1,Yes,No,Yes,No,0,29.4,0,1,1
CUST54080,19,Month-to-month,75.51,1151.26,Fiber optic,No,No,Yes,Credit card (automatic),Yes,0,Yes,No,Yes,No,0,67.32,0,0,1
CUST54081,68,Month-to-month,117.97,8000.0,Fiber optic,Yes,No,Yes,Bank transfer (automatic),Yes,0,No,No,Yes,Yes,2,25.67,1,0,1
CUST54082,52,One year,42.35,1843.99,DSL,No,Yes,Yes,Credit card (automatic),No,0,No,No,Yes,No,0,27.4,0,0,0
CUST54083,18,Month-to-month,55.59,890.2,Fiber optic,No,No,Yes,Bank transfer (automatic),Yes,0,No,No,Yes,No,4,34.4,0,0,1
CUST54084,2,One year,64.49,117.88,DSL,No,No,Yes,Credit card (automatic),Yes,1,Yes,No,Yes,Yes,1,10.08,0,0,0
CUST54085,25,Two year,36.65,842.26,No internet service,No,No,No,Electronic check,No,0,Yes,No,Yes,No,2,0.0,0,2,1
CUST54086,12,One year,118.32,1377.51,Fiber optic,Yes,Yes,No,Electronic check,No,0,No,No,Yes,No,0,17.32,0,1,0
CUST54087,52,One year,84.2,3473.92,Fiber optic,No,No,No,Credit card (automatic),Yes,0,No,No,Yes,Yes,1,39.01,3,0,0
CUST54088,32,Month-to-month,84.44,2900.41,Fiber optic,Yes,No,Yes,Mailed check,No,0,Yes,No,Yes,No,1,24.3,0,0,0
CUST54089,55,Month-to-month,84.78,4516.02,Fiber optic,Yes,Yes,No,Mailed check,No,0,Yes,No,Yes,No,1,25.98,0,0,0
CUST54090,60,Month-to-month,79.64,4609.42,Fiber optic,No,No,No,Bank transfer (automatic),Yes,0,No,No,No,No phone service,2,22.36,0,0,1
CUST54091,39,One year,55.81,1876.69,DSL,Yes,No,No,Bank transfer (automatic),Yes,1,No,Yes,Yes,No,0,35.31,2,1,0
CUST54092,56,Two year,120.0,5054.06,Fiber optic,No,No,Yes,Mailed check,Yes,1,No,Yes,No,No phone service,1,52.75,1,1,0
CUST54093,38,Month-to-month,99.79,3767.83,DSL,Yes,No,No,Mailed check,No,1,Yes,No,Yes,Yes,0,13.78,1,0,1
CUST54094,47,Month-to-month,73.83,3265.36,DSL,No,No,Yes,Mailed check,No,0,Yes,No,Yes,No,0,28.78,0,0,0
CUST54095,70,Month-to-month,97.37,6199.8,Fiber optic,No,Yes,Yes,Electronic check,Yes,0,Yes,No,Yes,No,1,42.31,0,0,1
CUST54096,70,One year,50.12,3395.19,DSL,No,Yes,No,Electronic check,No,0,No,No,No,No phone service,0,35.26,0,0,0
CUST54097,34,One year,102.63,3605.51,Fiber optic,No,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,No,0,54.77,0,0,1
CUST54098,39,One year,20.01,755.98,DSL,No,Yes,No,Credit card (automatic),No,0,Yes,No,No,No phone service,1,0.0,0,0,0
CUST54099,65,Two year,53.14,3186.67,DSL,No,No,No,Mailed check,Yes,0,No,No,Yes,Yes,0,16.92,0,0,0
CUST54100,5,Month-to-month,68.05,390.08,Fiber optic,No,Yes,No,Mailed check,Yes,0,Yes,No,Yes,No,1,26.57,0,0,1
CUST54101,72,One year,85.09,6035.5,DSL,No,Yes,No,Bank transfer (automatic),No,0,Yes,No,Yes,No,1,37.6,0,0,0
